id,h24,a5,a7,a48,a79,a139,a4,a132,a84,a3,a14,a54,a80,a101,a10,a12,a130,a66,a28,a33,a116,a122,a134,a142,a87,a106,e9,x183,x10,a15,a26,a69,a124,x199,a97,a6,h378,a113,a1,a16,a63,a71,a72,a76,a2,a11,a13,a42,x253,h992,h988,a135,a46,e64,h1046,a67,a56,a128,h1100,e115,x259,x219,a24,x244,e169,h435,x103,a51,total_score_exploratory,positive_expressivity,negative_expressivity,attending_to_emotions,emotion_based_decision_making,responsive_joy,responsive_distress,empathic_concern
1810,5,5,4,4,5,5,5,5,5,2,4,4,4,2,4,4,2,2,4,3,3,5,4,2,4,3,5,5,4,4,3,2,4,3,3,2,4,2,5,4,4,4,4,4,5,5,4,4,2,3,4,3,2,2,2,4,4,1,4,4,2,2,4,4,4,4,2,3,243,43,32,38,27,43,27,33
1815,5,5,4,4,5,5,5,5,4,4,4,2,4,2,2,4,4,4,4,3,2,4,4,2,2,3,4,4,4,5,3,2,4,3,2,2,3,4,5,5,5,5,5,5,4,5,5,5,4,3,4,4,5,2,2,5,5,2,4,4,4,1,4,5,2,5,4,4,258,42,34,32,28,49,36,37
1823,4,5,4,5,5,5,4,4,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,5,2,4,2,5,3,4,4,5,5,5,4,4,5,5,4,5,5,4,4,4,4,2,5,5,2,5,5,4,1,5,5,4,5,5,5,301,41,47,49,35,45,40,44
1838,4,5,3,5,5,5,5,5,5,2,4,3,5,4,5,2,4,4,4,4,4,5,4,4,5,2,4,4,4,4,1,4,3,2,2,2,4,2,5,4,4,4,3,4,5,5,4,5,4,2,4,4,5,2,2,5,5,2,4,4,4,2,4,5,2,5,4,5,260,42,37,40,24,43,35,39
1840,5,5,2,5,5,5,4,4,4,2,3,3,3,3,3,4,3,3,3,3,4,1,2,3,3,3,2,3,4,2,2,4,3,3,3,2,2,2,5,1,5,5,3,5,4,4,4,4,4,1,2,3,4,3,2,4,3,2,5,4,3,4,3,4,4,5,3,3,226,39,30,28,23,40,28,38
1845,5,5,4,1,5,5,5,5,5,2,4,4,5,4,5,2,5,2,3,5,5,5,5,4,5,5,5,5,5,5,4,4,4,4,4,2,3,4,4,5,5,5,4,5,3,5,5,5,3,4,3,3,5,2,2,4,5,1,4,4,4,4,4,5,2,5,3,2,274,40,36,49,34,46,32,37
1849,4,3,3,4,5,4,5,4,4,1,4,3,4,3,3,3,3,2,4,5,5,4,4,3,5,5,3,3,4,5,3,3,3,3,2,2,3,3,4,3,5,3,3,4,5,5,3,3,3,2,4,3,3,2,3,5,5,2,4,5,4,4,4,5,4,4,3,5,246,36,30,41,27,38,32,42
1851,4,5,3,4,4,4,4,4,4,3,3,2,3,3,4,4,3,2,3,4,3,4,4,3,3,3,4,4,4,4,2,3,3,4,2,2,4,3,5,4,4,4,4,4,4,4,4,4,3,4,2,4,4,4,3,4,4,2,4,4,4,3,4,4,2,4,4,4,241,36,30,36,27,41,34,37
1859,5,5,5,5,5,5,5,5,5,2,2,4,5,5,4,2,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,5,5,4,5,5,4,5,1,2,5,5,2,5,3,5,5,5,2,5,2,4,1,5,5,5,3,3,5,4,3,4,5,291,45,37,50,42,38,37,42
1866,3,4,2,5,4,4,5,4,4,1,2,3,3,4,2,4,3,2,2,4,4,4,4,4,5,4,4,2,4,4,1,2,4,2,2,2,1,2,4,4,4,4,4,2,3,4,3,2,4,2,3,4,5,2,3,4,4,2,3,4,2,2,4,5,2,3,3,2,217,35,26,39,20,34,33,30
1867,4,4,2,2,5,4,5,4,5,2,4,2,4,4,5,4,5,2,5,3,2,4,4,2,2,2,4,2,3,5,4,4,3,4,2,2,4,2,5,4,4,4,3,4,4,5,4,5,4,1,4,2,4,2,2,4,4,2,5,4,4,2,4,5,2,5,5,4,241,35,37,28,30,42,29,40
1869,5,5,4,4,5,5,4,5,5,4,5,2,4,4,4,4,4,2,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,5,4,2,5,4,5,4,5,4,4,4,4,5,5,5,5,2,5,4,4,4,4,5,5,2,5,5,5,3,4,5,4,5,4,5,286,42,37,41,36,45,40,45
1872,4,4,4,5,5,5,4,2,2,1,4,1,4,2,4,4,5,4,5,3,3,5,4,1,2,2,4,2,2,4,1,1,1,3,1,1,3,2,5,5,5,5,4,5,4,5,4,5,4,4,3,2,5,4,2,5,5,4,4,4,4,3,4,4,3,4,3,4,236,35,34,28,17,47,38,37
1888,4,4,4,2,4,4,5,5,5,1,4,4,5,4,5,5,4,4,2,2,4,4,4,2,4,4,2,5,5,4,2,2,4,5,2,2,4,2,1,4,4,4,4,4,3,5,5,5,3,2,5,2,4,4,4,4,4,2,4,4,4,4,4,5,2,2,5,4,249,37,38,36,27,39,34,38
1889,5,4,4,4,5,4,5,5,4,1,3,4,2,2,3,3,3,3,3,5,4,4,4,3,5,5,5,4,4,4,3,4,3,3,4,3,3,3,3,4,5,4,2,3,4,4,4,3,5,1,3,4,5,3,5,5,4,2,5,5,5,5,3,5,5,5,5,5,261,40,27,43,30,36,37,48
1892,5,5,4,5,5,5,5,5,5,4,4,5,4,5,4,4,4,2,4,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,4,3,4,4,5,5,5,5,4,4,4,4,5,5,4,4,3,4,5,1,3,5,5,2,5,2,4,5,3,5,4,4,2,5,292,44,40,50,37,46,36,39
1909,5,5,4,5,5,5,5,5,5,5,4,5,5,4,5,2,5,4,2,4,5,4,4,4,4,4,5,2,4,4,4,4,4,5,4,2,4,2,5,5,5,4,5,4,4,5,5,2,2,5,5,4,5,2,2,4,5,2,5,5,4,4,4,5,2,5,4,4,280,44,41,40,33,44,36,42
1912,4,5,4,5,5,5,5,5,4,2,5,3,5,4,4,5,4,4,4,4,3,4,5,3,4,3,4,4,5,4,2,4,4,4,2,2,3,2,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,2,2,5,5,2,4,5,2,2,4,5,3,1,4,5,273,42,40,39,27,50,40,35
1914,5,5,3,5,5,5,5,5,4,4,4,3,4,5,4,4,5,5,4,4,5,5,5,4,5,4,5,4,5,4,2,2,4,4,2,2,2,2,5,5,5,5,5,4,2,5,5,4,4,5,4,4,5,2,2,5,5,1,5,4,2,1,3,5,1,5,2,4,268,42,42,46,24,45,37,32
1923,4,5,2,5,5,4,5,5,4,1,4,1,4,4,2,5,2,1,4,2,1,5,3,1,2,5,2,4,5,3,4,1,2,3,3,1,2,2,5,5,3,4,3,5,5,5,5,5,4,4,3,2,5,3,2,4,5,2,5,4,3,1,4,2,2,4,3,3,228,39,28,30,21,45,34,31
1933,2,5,4,5,4,4,2,2,4,4,4,2,2,2,4,2,2,2,2,4,4,4,4,3,4,4,4,2,4,5,4,4,4,4,2,2,3,3,4,5,5,4,4,3,2,4,4,4,4,4,4,4,5,1,4,5,5,2,4,5,4,4,3,4,5,5,4,4,245,32,26,37,31,39,38,42
1937,5,5,3,5,5,5,5,5,5,1,5,5,5,3,5,3,5,3,5,5,3,5,5,5,5,5,1,5,5,5,4,2,3,2,2,1,2,3,5,5,5,5,5,5,5,5,5,5,4,1,4,5,5,2,4,5,5,1,5,5,3,5,5,5,5,3,1,5,279,43,40,44,24,50,36,42
1939,4,5,3,4,5,4,5,5,5,1,4,1,1,1,3,3,5,5,5,4,4,4,4,4,2,5,5,4,5,4,3,4,3,3,2,2,4,2,4,2,4,4,4,4,4,4,5,4,4,2,4,3,4,3,2,5,4,3,4,4,5,3,4,5,4,4,4,4,251,40,29,41,27,39,34,41
1946,5,4,3,4,5,5,4,4,5,4,5,5,5,4,4,4,4,4,4,2,2,3,3,2,3,2,4,4,4,4,4,4,2,3,4,2,3,3,3,4,4,4,4,4,4,2,4,3,3,1,2,2,5,2,3,4,4,2,4,1,3,2,2,3,2,5,1,4,231,39,43,29,29,36,28,27
1947,5,5,4,5,5,5,5,5,5,1,4,1,5,5,4,2,2,2,2,5,5,5,5,4,5,2,5,5,5,4,1,1,5,4,2,2,1,3,4,5,5,4,5,5,5,5,4,4,4,4,4,5,5,1,5,5,5,1,5,5,4,1,4,5,1,5,4,2,262,44,28,46,23,46,39,36
1950,2,5,1,5,5,5,2,4,5,2,4,4,5,4,4,5,4,2,4,4,4,5,5,4,5,4,5,4,4,4,2,2,4,2,2,2,4,2,5,5,4,5,5,5,5,5,5,5,4,5,4,4,4,4,4,5,5,2,4,4,2,2,4,5,4,4,2,2,263,34,38,44,24,49,41,33
1951,4,5,4,5,4,4,5,4,4,4,4,4,3,4,5,5,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,2,2,4,3,5,5,4,4,4,4,4,4,5,4,4,4,4,4,5,5,4,5,4,4,5,4,4,3,4,4,4,4,4,4,275,39,40,39,31,43,43,40
1954,4,5,4,5,5,5,2,5,5,2,5,4,3,4,3,3,5,1,5,4,5,5,5,4,2,4,4,2,3,5,2,4,3,4,2,2,4,3,5,5,5,5,4,5,3,5,5,1,4,1,4,4,5,2,4,5,5,2,5,4,3,2,5,5,2,5,4,3,259,40,35,38,29,43,36,38
1956,2,4,4,5,2,4,1,2,5,5,4,4,4,4,4,5,2,5,5,4,4,5,4,4,5,5,5,5,5,4,2,4,4,3,1,1,2,2,5,3,4,2,4,4,4,3,3,4,4,2,3,4,5,5,4,4,5,2,4,1,4,1,4,5,1,2,4,2,242,29,42,46,23,36,38,28
1964,4,5,2,5,5,5,4,4,4,1,4,2,4,2,2,4,2,2,4,4,4,5,4,2,4,4,5,2,4,5,2,4,4,2,2,1,2,2,5,5,4,5,5,5,2,4,4,4,3,2,4,4,5,2,2,4,2,2,5,4,4,2,5,4,2,4,2,4,236,38,27,38,24,43,30,36
1966,4,4,4,4,4,4,4,4,5,2,4,4,5,4,4,2,4,2,2,4,4,2,2,4,4,5,4,2,4,4,4,2,4,2,2,1,2,2,4,4,5,4,4,4,5,4,4,4,4,4,4,4,4,2,2,5,5,2,4,5,5,2,4,4,1,4,4,4,243,37,33,35,23,42,36,37
1967,3,5,2,4,5,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,3,4,4,2,4,2,2,4,4,3,4,2,3,3,2,2,4,2,4,3,4,4,4,4,4,4,4,4,4,1,3,4,4,2,2,4,4,2,5,5,5,3,4,5,4,4,4,4,243,35,38,33,25,39,30,43
1969,2,4,1,4,2,2,4,1,3,1,2,2,2,2,1,1,2,1,3,4,5,4,5,4,5,5,3,2,2,5,4,3,5,2,4,2,2,2,5,2,2,2,2,2,2,2,3,5,4,2,3,5,5,1,2,5,1,2,4,4,3,4,5,4,3,3,4,5,204,23,17,39,29,27,30,39
1974,4,4,3,4,4,4,5,4,4,1,4,2,4,4,3,4,2,2,3,4,4,4,2,4,4,4,4,4,4,4,2,4,4,3,2,1,1,2,5,4,4,4,4,4,4,4,4,5,4,2,3,4,4,2,2,4,4,2,4,4,3,2,4,4,4,4,2,2,232,36,29,38,23,42,31,33
1975,3,4,2,4,3,4,5,3,4,1,3,3,1,4,2,4,4,2,3,4,5,4,4,4,4,5,5,5,5,5,3,3,3,3,2,2,3,3,5,3,4,3,4,4,4,5,4,3,5,3,4,5,4,2,3,5,4,2,5,5,4,3,4,5,4,5,4,5,251,32,27,45,27,39,37,44
1980,4,5,3,5,5,5,4,4,5,1,5,3,4,5,5,4,5,4,4,5,4,5,4,3,5,5,5,4,4,3,2,2,4,3,2,2,3,2,5,5,5,5,4,5,3,5,5,5,5,4,3,4,4,4,5,4,5,2,5,4,4,2,4,5,2,5,5,5,275,40,40,44,23,47,40,41
1982,4,4,2,2,5,4,2,5,5,1,2,1,5,2,4,2,4,1,5,4,1,1,1,1,5,1,4,4,4,4,1,1,2,4,2,2,4,2,5,4,5,5,5,4,4,5,5,5,4,2,4,2,5,2,2,5,5,1,4,4,5,3,5,4,4,5,4,5,230,33,27,26,22,47,32,43
1987,5,4,2,5,4,5,5,5,4,5,4,3,4,4,2,4,3,2,3,4,3,4,4,4,4,5,5,2,5,4,2,2,4,4,2,2,4,2,5,4,5,3,4,3,2,4,2,5,5,2,4,4,5,2,4,5,5,1,4,5,2,4,4,5,4,1,2,5,249,39,34,40,26,37,37,36
1988,5,5,2,5,4,5,4,5,5,2,2,2,4,4,4,2,4,2,4,4,4,4,5,4,4,4,5,4,5,4,3,2,3,2,2,2,4,4,5,4,4,4,4,4,3,4,4,4,4,4,4,4,4,2,2,4,5,2,5,4,5,3,4,5,4,5,4,4,257,40,30,43,26,40,35,43
1990,4,5,1,5,5,4,4,1,4,4,5,4,4,4,4,4,4,2,5,4,5,5,4,4,5,1,4,5,4,5,4,1,4,2,2,1,3,4,5,4,4,4,4,5,5,5,4,5,4,5,4,4,5,4,2,4,5,4,5,4,2,1,4,5,3,5,2,2,259,33,40,41,26,45,41,33
1994,4,4,1,4,4,4,3,2,4,1,5,1,4,4,4,5,4,1,4,4,3,4,2,1,2,2,4,4,5,4,2,3,3,2,2,2,4,4,5,4,4,3,3,3,5,4,2,1,4,2,3,4,2,2,4,4,5,2,3,3,4,2,4,4,4,4,4,3,221,30,33,31,26,34,32,35
1998,3,3,1,4,3,4,4,4,4,2,4,3,4,4,5,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,2,2,4,3,3,2,2,3,5,4,4,3,4,3,4,5,3,5,4,3,4,4,5,3,4,5,5,2,5,5,5,3,5,5,5,3,4,5,256,30,38,39,25,40,39,45
2002,2,5,1,5,5,4,2,2,4,1,4,1,1,1,2,1,2,1,2,4,1,5,5,4,2,4,5,4,5,2,3,1,1,2,2,2,3,2,5,2,4,1,4,5,1,5,5,4,5,2,4,4,5,2,4,5,5,2,5,4,2,1,1,5,1,1,2,2,201,30,16,39,18,36,38,24
2011,5,5,2,4,5,5,5,5,4,4,4,5,5,5,4,5,4,4,5,4,4,4,4,1,2,2,5,4,5,5,3,4,3,3,3,2,3,2,5,4,4,4,3,4,5,4,2,4,2,4,4,3,4,2,4,4,5,2,5,4,4,4,3,4,2,4,4,3,258,40,45,35,28,39,34,37
2012,4,5,2,4,5,5,5,4,5,1,4,2,4,4,2,2,2,2,2,4,2,2,4,2,2,2,2,4,5,4,2,2,4,2,2,2,3,4,3,4,4,4,4,4,4,4,4,3,4,4,4,2,5,2,4,5,5,2,5,4,2,3,4,4,1,4,3,3,226,39,25,29,25,38,37,33
2015,5,5,4,5,5,5,5,5,5,4,5,1,4,2,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,4,5,5,4,4,5,5,5,5,5,5,4,4,4,2,2,2,2,5,5,1,4,5,4,2,5,5,4,5,2,4,273,44,41,46,23,48,31,40
2023,5,4,4,5,4,4,4,4,4,4,4,2,4,4,4,4,2,4,3,5,4,5,4,4,5,5,5,4,4,5,1,2,4,4,2,2,3,4,5,4,4,4,4,4,3,5,4,3,2,2,2,2,2,2,4,4,5,2,5,5,4,2,4,5,1,5,4,3,250,38,35,45,27,40,27,38
2024,5,5,5,5,5,5,5,5,5,2,1,4,1,2,4,4,5,2,5,5,4,4,5,1,5,5,5,4,5,5,3,2,4,4,4,2,4,2,5,5,5,5,3,3,2,5,1,5,5,2,3,3,5,1,1,1,5,1,5,5,4,2,3,5,2,5,5,4,254,45,30,43,30,39,27,40
2025,4,4,3,5,4,5,4,2,5,1,2,3,5,3,2,2,3,4,3,2,2,4,4,1,2,2,3,3,4,4,3,3,4,3,3,2,3,2,5,5,4,3,4,4,5,5,4,3,5,2,4,5,5,2,4,5,5,2,4,5,2,2,3,5,4,3,5,3,235,36,28,27,27,42,39,36
2028,4,4,2,4,2,4,4,1,2,1,4,1,4,1,4,1,2,1,3,4,2,4,4,5,2,4,2,1,5,3,1,1,4,2,1,1,2,1,5,2,4,3,3,3,3,4,2,4,2,1,2,2,4,2,1,3,2,1,4,2,4,5,4,2,5,2,2,2,183,27,22,33,16,33,20,32
2029,4,4,3,5,4,4,5,4,4,4,3,3,2,4,2,4,3,4,5,1,2,4,4,2,3,1,4,5,4,4,1,2,3,2,2,1,2,2,5,4,4,4,4,4,5,4,5,5,4,2,3,4,5,2,2,5,2,2,4,4,4,4,4,5,3,5,4,4,236,37,34,30,19,44,31,41
2044,5,5,3,5,5,5,5,5,5,3,4,3,5,3,3,5,3,3,5,4,3,5,5,3,3,3,5,4,4,5,4,1,3,3,3,1,3,3,3,5,3,3,3,4,3,5,3,2,5,3,3,3,3,3,3,5,5,1,4,5,5,3,4,5,3,4,3,5,254,43,37,39,26,34,34,41
2053,4,5,3,5,5,4,3,4,4,2,3,1,1,2,4,1,3,2,3,4,4,5,4,3,3,4,4,3,3,3,2,4,5,3,1,1,3,2,3,5,4,3,4,5,4,5,4,1,4,1,4,3,5,2,2,5,1,1,4,5,5,3,5,5,3,3,2,5,226,37,22,37,24,38,28,40
2063,2,5,4,5,5,5,5,2,5,4,5,1,1,1,1,1,2,1,5,5,2,4,2,4,5,5,5,5,5,5,1,1,2,1,1,1,1,5,4,5,5,1,5,5,4,5,5,5,4,1,2,1,5,1,5,5,5,2,4,4,4,2,5,4,1,2,4,2,227,38,22,42,18,44,31,32
2074,5,5,3,5,5,5,5,5,5,1,4,2,5,5,4,4,3,2,2,5,4,5,5,4,5,5,5,1,4,4,4,4,4,2,2,2,2,2,5,5,5,5,5,5,3,5,5,5,5,4,4,4,5,1,4,5,5,2,5,5,5,4,4,5,3,5,4,3,274,43,32,43,26,48,39,43
2075,4,5,4,5,5,5,5,5,5,1,3,3,3,4,3,2,3,3,5,5,5,4,4,3,4,4,5,2,4,4,4,1,4,4,2,3,4,3,4,4,4,3,4,3,3,4,4,3,2,5,4,3,4,3,4,4,4,2,5,5,4,5,5,4,5,5,2,5,258,43,30,40,29,36,35,45
2076,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,3,3,5,3,2,4,4,5,5,5,5,5,3,3,5,5,3,5,5,5,4,5,4,2,5,5,4,5,5,3,5,4,5,3,3,5,5,304,45,45,50,33,44,44,43
2095,3,5,5,5,4,4,4,3,3,3,4,3,4,3,3,4,3,4,4,5,2,4,3,2,4,4,4,4,4,3,1,1,2,2,3,1,2,2,1,4,3,2,5,4,2,4,4,1,2,4,2,2,3,4,4,3,5,3,2,2,2,2,3,4,2,2,1,2,208,36,35,36,17,30,32,22
2104,4,4,2,4,5,4,3,2,5,2,4,3,5,4,4,3,3,1,3,4,4,3,3,3,4,2,4,3,5,4,1,3,3,2,2,2,3,2,4,4,4,3,4,5,2,4,4,5,3,1,3,2,5,2,2,5,1,2,5,3,4,1,4,4,1,3,2,2,216,33,32,35,22,39,26,29
2106,4,5,2,4,5,5,4,4,5,4,5,2,5,5,5,2,5,4,5,4,4,4,5,3,4,5,5,5,5,5,3,5,3,4,4,4,2,5,4,5,4,4,4,4,3,2,4,3,2,2,4,2,2,4,4,2,2,2,5,2,2,2,4,4,1,4,5,2,253,38,42,44,35,37,26,31
2118,4,4,1,2,5,4,5,5,4,1,4,2,2,4,4,4,4,2,5,2,4,4,4,3,3,2,3,3,4,4,2,2,2,3,2,2,4,2,4,4,4,3,3,4,5,4,2,4,2,4,4,3,4,4,2,4,4,2,4,2,3,3,4,4,2,4,4,4,225,34,32,32,23,37,33,34
2121,2,5,3,5,4,4,3,4,4,3,1,1,1,3,1,3,1,2,3,4,3,5,4,1,2,5,4,4,4,3,3,2,2,3,2,2,3,2,4,4,5,5,3,5,5,4,4,5,4,1,4,1,5,2,3,4,5,2,3,3,4,1,3,4,3,2,2,3,214,34,19,36,22,44,31,28
2126,5,5,3,5,5,5,5,5,5,1,3,3,3,3,5,3,3,3,3,3,4,5,3,3,3,3,5,4,3,4,3,3,3,3,2,3,3,3,5,4,5,5,5,5,5,5,5,5,4,3,5,4,5,2,3,5,4,2,5,5,5,3,5,5,2,5,3,5,265,43,30,36,27,49,37,43
2127,5,5,2,5,5,5,5,5,5,4,4,4,5,5,4,2,5,2,4,4,4,5,4,1,2,4,4,2,5,2,3,2,4,4,3,2,3,2,5,5,5,5,5,5,4,5,5,5,5,3,4,4,5,4,3,5,5,2,4,4,4,1,4,5,2,5,5,5,269,42,39,35,25,49,40,39
2134,2,5,1,5,4,4,2,2,4,2,2,4,1,2,3,1,4,3,5,1,2,4,2,1,4,1,4,2,2,2,1,2,3,2,2,3,3,4,5,4,3,2,3,4,4,2,2,3,2,1,2,4,5,5,1,4,1,2,5,4,2,2,4,2,2,5,2,4,192,29,27,23,22,32,27,32
2135,4,5,4,5,4,5,5,5,4,1,4,2,5,5,2,4,4,2,5,4,4,5,4,4,2,4,5,5,4,5,1,3,4,4,2,2,3,2,4,5,4,4,4,4,3,1,2,5,4,2,3,5,5,2,4,5,5,2,3,4,2,2,4,5,4,5,4,2,250,41,34,41,26,36,37,35
2141,2,4,1,4,4,4,2,2,4,1,2,2,4,2,2,2,4,2,2,4,4,4,4,4,4,4,2,2,2,4,2,3,4,2,2,2,3,4,5,5,4,4,4,4,3,4,4,4,4,2,4,4,4,2,2,4,1,2,4,4,3,3,4,4,2,2,4,4,214,27,23,34,26,41,29,34
2145,5,5,1,5,5,4,5,4,4,1,4,1,5,4,4,2,2,1,4,5,4,5,4,3,5,4,5,4,5,5,3,4,5,2,3,3,3,3,5,5,4,2,3,3,4,4,2,4,4,1,3,1,2,1,3,3,5,2,5,4,2,2,5,4,1,5,4,3,237,38,28,44,31,36,25,35
2147,4,2,1,4,4,4,2,4,2,1,2,1,2,2,2,4,2,1,2,5,5,5,5,5,5,5,5,5,5,5,4,2,4,4,2,2,4,3,5,2,5,2,4,3,5,5,2,4,1,2,4,4,4,1,2,5,4,1,5,2,4,3,5,5,2,5,4,2,228,27,19,50,30,37,28,37
2149,2,4,1,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,3,2,4,4,2,4,2,4,4,4,4,2,2,3,3,2,3,3,2,4,4,3,2,3,4,3,3,4,5,4,1,2,4,4,4,4,4,4,2,3,4,4,3,4,5,2,4,4,4,231,31,38,33,24,35,33,37
2161,4,4,4,2,4,4,5,4,4,4,2,3,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,5,4,4,4,4,3,2,2,4,3,3,3,4,3,3,2,2,4,2,2,4,1,3,4,5,2,3,4,2,3,4,4,4,4,4,4,4,4,5,4,244,35,37,42,30,28,31,41
2179,5,5,3,5,5,5,3,5,5,3,3,1,4,3,3,2,4,3,5,4,3,5,3,2,3,4,5,4,5,5,3,4,3,4,4,3,3,4,5,5,5,5,5,5,5,4,5,5,5,2,4,4,5,2,2,5,5,2,4,4,5,4,5,5,4,5,4,5,273,41,31,38,33,49,36,45
2181,5,5,2,5,4,5,2,4,5,4,4,1,2,4,4,5,2,2,5,5,3,4,4,4,4,5,4,2,4,2,2,4,4,4,2,2,3,4,5,4,5,4,4,4,5,5,5,5,5,1,4,5,5,2,2,4,5,2,5,5,5,4,3,5,3,2,5,3,257,37,33,39,27,46,35,40
2183,4,4,3,2,5,4,5,4,4,1,4,2,4,2,5,2,4,2,3,4,4,4,1,2,5,2,3,2,4,4,1,3,4,3,2,1,5,3,4,4,4,4,4,5,5,5,4,3,5,4,1,3,5,3,2,5,5,1,5,4,4,4,4,5,1,3,4,4,235,35,29,31,26,42,34,38
2186,4,2,1,4,4,4,5,5,5,1,4,4,2,4,2,4,4,2,5,4,4,4,4,2,5,4,4,4,5,4,2,2,4,2,2,2,4,5,5,4,4,2,2,4,4,4,4,5,4,1,4,4,4,2,2,4,4,2,5,4,5,2,4,5,4,5,4,4,244,34,32,40,27,38,31,42
2187,1,5,3,1,5,5,1,2,5,1,5,3,5,4,2,2,2,3,4,4,4,5,4,3,4,3,5,3,4,5,4,3,4,2,2,1,2,2,5,3,4,4,4,4,2,5,4,5,5,3,3,4,5,1,4,5,5,1,2,5,5,3,5,5,1,3,2,5,235,28,31,39,25,40,36,36
2201,3,5,2,5,5,5,4,5,5,2,2,2,2,3,4,3,4,3,5,4,4,4,4,3,5,4,2,2,4,4,2,2,4,3,4,2,4,2,4,4,3,3,4,4,3,4,4,4,3,1,2,4,5,4,3,4,4,3,3,4,5,2,4,5,1,5,2,5,238,39,30,36,27,37,33,36
2202,4,5,5,4,5,5,5,5,5,4,4,4,5,4,5,4,4,3,3,4,4,5,5,4,5,5,4,4,4,4,4,4,4,4,4,1,3,3,5,5,5,4,3,5,3,3,5,3,4,3,3,3,4,4,3,5,5,2,5,4,5,4,3,5,4,4,5,3,277,43,40,44,31,41,36,42
2209,5,5,4,5,5,4,2,5,5,2,5,3,4,4,4,4,4,4,2,4,3,4,2,1,4,2,5,4,5,4,4,1,4,2,3,2,5,3,5,5,5,4,4,5,2,5,5,5,5,2,5,2,5,3,2,4,2,5,5,5,3,4,5,5,4,4,4,3,260,40,36,34,28,45,35,42
2210,4,2,4,4,5,4,4,4,4,3,4,2,5,4,5,2,4,2,4,4,5,4,4,4,4,4,4,4,5,5,3,2,4,5,2,1,5,4,5,4,5,4,4,4,2,5,4,5,4,4,5,4,5,4,4,4,4,4,5,4,4,1,4,5,1,2,5,4,262,35,35,42,31,42,42,35
2211,4,4,3,5,4,4,4,3,1,3,3,3,3,3,4,2,4,2,2,4,4,2,2,4,3,3,4,2,4,4,2,3,4,2,3,2,4,2,4,5,4,4,4,5,4,5,2,4,4,1,4,3,2,2,3,4,5,2,5,5,4,4,5,4,5,4,4,4,234,32,29,32,26,41,30,44
2212,5,1,4,5,5,4,5,5,5,5,2,1,4,4,2,5,2,5,5,4,3,5,5,4,5,5,5,1,4,5,5,4,1,4,2,4,3,3,5,5,5,4,5,5,4,5,2,2,5,2,2,4,5,1,5,5,1,1,5,2,5,1,4,5,5,5,2,2,255,39,35,41,31,42,31,36
2213,4,5,2,5,4,5,5,5,5,2,3,1,3,3,4,4,4,3,5,3,4,4,4,4,3,2,4,4,4,5,2,1,3,2,1,1,2,3,5,5,5,4,3,4,5,4,4,5,4,1,5,4,5,4,2,5,4,4,5,5,4,2,4,5,3,5,4,4,251,40,32,36,20,44,38,41
2216,5,4,4,4,4,5,4,5,4,2,2,2,4,4,5,4,4,2,4,4,5,4,5,4,4,5,4,4,4,4,2,2,3,4,2,1,2,2,4,4,4,2,5,4,4,5,4,4,4,2,4,4,5,1,3,4,5,2,4,4,4,2,2,4,2,4,2,2,241,39,33,43,22,40,34,30
2217,4,5,2,5,3,5,4,5,5,2,1,2,5,4,5,4,4,5,5,4,4,5,4,4,4,5,2,4,5,4,3,3,3,3,2,2,2,1,3,4,5,4,4,5,2,4,4,2,3,4,4,3,4,2,1,4,5,2,4,4,4,3,4,4,2,3,4,4,244,38,37,41,23,37,32,36
2220,4,4,3,4,5,5,4,4,4,1,3,1,2,2,4,3,3,2,3,3,4,4,2,3,4,3,5,2,3,4,3,4,3,3,2,1,3,2,5,4,4,4,4,4,4,4,4,5,4,3,4,4,5,2,2,5,3,2,5,5,5,3,5,4,3,3,2,4,234,37,24,33,25,42,34,39
2222,5,5,4,5,5,5,5,5,5,1,5,4,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,4,5,5,1,4,4,4,1,1,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,4,5,5,1,5,5,5,2,5,5,4,4,2,5,298,44,44,48,28,50,42,42
2223,5,5,2,5,4,5,2,4,5,2,4,2,1,4,2,4,2,2,5,2,2,4,4,2,2,2,4,4,4,4,1,2,2,4,1,1,4,1,4,5,4,4,2,4,4,4,2,2,2,1,4,4,5,2,2,5,5,1,5,4,4,2,4,4,2,2,4,4,216,37,28,30,20,35,31,35
