factor,PA3,PA7,PA1,PA2,PA5,PA4,PA6
PA3,0.9999999999999999,0.2662622470927851,0.27784351790193723,0.2654063970539086,0.24903361746243044,0.19836575805273976,0.10991302815410481
PA7,0.2662622470927851,1.0000000000000002,0.40470690935951104,0.2599214949150234,0.21482682639021144,0.10234184352604161,0.11845503402519707
PA1,0.27784351790193723,0.40470690935951104,1.0000000000000002,0.26566354087301797,0.11422354486096963,0.12748161422548202,0.1549958429513638
PA2,0.2654063970539086,0.2599214949150234,0.26566354087301797,0.9999999999999998,0.12541631870244185,0.0973483367896003,-0.07497096894474599
PA5,0.24903361746243044,0.21482682639021144,0.11422354486096963,0.12541631870244185,1.0000000000000002,0.14834298058379575,0.1333178352467301
PA4,0.19836575805273976,0.10234184352604161,0.12748161422548202,0.0973483367896003,0.14834298058379575,1.0000000000000002,0.05557103486773339
PA6,0.10991302815410481,0.11845503402519707,0.1549958429513638,-0.07497096894474599,0.1333178352467301,0.05557103486773339,1.0000000000000002
